ANY-MES,COMARCA,INCIDENTS,CODI_COMARCA,SALVAMENTS
2019-09-01,GARROTXA,211,19,6
2019-09-01,GIRONES,834,20,3
2019-09-01,MARESME,2382,21,2
2019-09-01,MONTSIA,309,22,2
2019-09-01,NOGUERA,124,23,1
2019-09-01,OSONA,497,24,1
2019-09-01,PALLARS JUSSA,46,25,6
2019-09-01,PALLARS SOBIRA,23,26,6
2019-09-01,RIPOLLES,141,31,9
2019-09-01,SEGRIA,923,33,1
2019-09-01,SELVA,1062,34,12
2019-09-01,TARRAGONES,1963,36,4
2019-09-01,VAL D'ARAN,23,39,4
2019-09-01,VALLES OCCIDENTAL,4312,40,5
2019-09-01,VALLES ORIENTAL,1684,41,3
2019-10-01,ALT CAMP,253,01,1
2019-10-01,ALT EMPORDA,977,02,2
2019-10-01,ALT PENEDES,635,03,1
2019-10-01,ALT URGELL,87,04,2
2019-10-01,ANOIA,564,06,6
2019-10-01,BAGES,846,07,3
2019-10-01,BAIX CAMP,1598,08,9
2019-10-01,BAIX EBRE,421,09,1
2019-10-01,BAIX EMPORDA,741,10,7
2019-10-01,BAIX LLOBREGAT,3953,11,12
2019-10-01,BAIX PENEDES,926,12,2
2019-10-01,BARCELONES,15297,13,2
2019-10-01,BERGUEDA,185,14,11
2019-10-01,CONCA DE BARBERA,167,16,5
2019-10-01,GARRAF,953,17,2
2019-10-01,GARROTXA,246,19,2
2019-10-01,GIRONES,1047,20,2
2019-10-01,MARESME,2413,21,4
2019-10-01,MONTSIA,292,22,1
2019-10-01,NOGUERA,120,23,3
2019-10-01,OSONA,548,24,3
2019-10-01,PALLARS JUSSA,40,25,1
2019-10-01,PALLARS SOBIRA,14,26,3
2019-10-01,PLA DE L'ESTANY,137,28,1
2019-10-01,RIBERA D'EBRE,84,30,2
2019-10-01,RIPOLLES,119,31,6
2019-10-01,SEGARRA,53,32,1
2019-10-01,SEGRIA,1102,33,1
2019-10-01,SELVA,1029,34,5
2019-10-01,SOLSONES,42,35,4
2019-10-01,TARRAGONES,2020,36,4
2019-10-01,TERRA ALTA,33,37,1
2019-10-01,VAL D'ARAN,19,39,1
2019-10-01,VALLES OCCIDENTAL,4638,40,3
2019-10-01,VALLES ORIENTAL,1831,41,13
2019-11-01,ALT CAMP,286,01,1
2019-11-01,ALT EMPORDA,800,02,1
2019-11-01,ALT PENEDES,608,03,1
2019-11-01,ALT URGELL,75,04,1
2019-11-01,ANOIA,589,06,4
2019-11-01,BAGES,847,07,2
2019-11-01,BAIX CAMP,1553,08,3
2019-11-01,BAIX EBRE,413,09,2
2019-11-01,BAIX EMPORDA,586,10,8
2019-11-01,BAIX LLOBREGAT,4277,11,11
2019-11-01,BAIX PENEDES,888,12,1
2019-11-01,BARCELONES,14669,13,1
2019-11-01,BERGUEDA,157,14,7
2019-11-01,CERDANYA,78,15,1
2019-11-01,CONCA DE BARBERA,129,16,3
2019-11-01,GARRAF,911,17,2
2019-11-01,GARROTXA,237,19,4
2019-11-01,GIRONES,977,20,3
2019-11-01,MARESME,2187,21,4
2019-11-01,MONTSIA,292,22,3
2019-11-01,NOGUERA,119,23,1
2019-11-01,OSONA,582,24,6
2019-11-01,PALLARS JUSSA,35,25,1
2019-11-01,PALLARS SOBIRA,32,26,3
2019-11-01,PRIORAT,33,29,2
2019-11-01,RIPOLLES,187,31,10
2019-11-01,SELVA,869,34,7
2019-11-01,VAL D'ARAN,19,39,6
2019-11-01,VALLES OCCIDENTAL,4802,40,5
2019-11-01,VALLES ORIENTAL,1837,41,6
2019-12-01,ALT CAMP,281,01,2
2019-12-01,ALT EMPORDA,859,02,5
2019-12-01,ALTA RIBAGORÇA,13,05,2
2019-12-01,ANOIA,610,06,4
2019-12-01,BAGES,897,07,8
2019-12-01,BAIX CAMP,1438,08,2
2019-12-01,BAIX EBRE,473,09,8
2019-12-01,BAIX EMPORDA,664,10,4
2019-12-01,BAIX LLOBREGAT,4452,11,8
2019-12-01,BAIX PENEDES,895,12,1
2019-12-01,BARCELONES,15355,13,2
2019-12-01,BERGUEDA,186,14,4
2019-12-01,CERDANYA,113,15,1
2019-12-01,CONCA DE BARBERA,134,16,1
2019-12-01,GARRAF,988,17,3
2019-12-01,GARROTXA,260,19,7
2019-12-01,GIRONES,1088,20,4
2019-12-01,MARESME,2345,21,5
2019-12-01,NOGUERA,125,23,4
2019-12-01,OSONA,595,24,3
2019-12-01,PALLARS JUSSA,51,25,2
2019-12-01,PALLARS SOBIRA,33,26,2
2019-12-01,PLA DE L'ESTANY,128,28,1
2019-12-01,RIPOLLES,160,31,12
2019-12-01,SEGARRA,57,32,1
2019-12-01,SELVA,887,34,4
2019-12-01,SOLSONES,33,35,1
2019-12-01,TARRAGONES,1779,36,2
2019-12-01,TERRA ALTA,42,37,1
2019-12-01,VAL D'ARAN,45,39,8
2019-12-01,VALLES OCCIDENTAL,5226,40,3
2019-12-01,VALLES ORIENTAL,1934,41,9
2020-01-01,ALT CAMP,282,01,1
2020-01-01,ALT EMPORDA,885,02,3
2020-01-01,ALT PENEDES,696,03,2
2020-01-01,ALT URGELL,98,04,3
2020-01-01,ALTA RIBAGORÇA,29,05,1
2020-01-01,ANOIA,640,06,4
2020-01-01,BAGES,934,07,7
2020-01-01,BAIX CAMP,1394,08,2
2020-01-01,BAIX EBRE,581,09,5
2020-01-01,BAIX EMPORDA,732,10,7
2020-01-01,BAIX LLOBREGAT,5605,11,7
2020-01-01,BAIX PENEDES,1057,12,2
2020-01-01,BARCELONES,17557,13,1
2020-01-01,BERGUEDA,187,14,3
2020-01-01,CERDANYA,143,15,5
2020-01-01,CONCA DE BARBERA,118,16,1
2020-01-01,GARRAF,1318,17,2
2020-01-01,GARROTXA,271,19,3
2020-01-01,GIRONES,1028,20,4
2020-01-01,MARESME,3277,21,6
2020-01-01,MOIANES,101,42,2
2020-01-01,MONTSIA,358,22,3
2020-01-01,NOGUERA,127,23,1
2020-01-01,OSONA,695,24,12
2020-01-01,PALLARS JUSSA,47,25,2
2020-01-01,PALLARS SOBIRA,34,26,4
2020-01-01,PRIORAT,69,29,2
2020-01-01,RIPOLLES,163,31,12
2020-01-01,SEGRIA,972,33,2
2020-01-01,SELVA,1129,34,5
2020-01-01,SOLSONES,37,35,2
2020-01-01,TERRA ALTA,54,37,1
2020-01-01,VAL D'ARAN,36,39,6
2020-01-01,VALLES OCCIDENTAL,5611,40,6
2020-01-01,VALLES ORIENTAL,2583,41,10
2020-02-01,ALT EMPORDA,782,02,2
2020-02-01,ALTA RIBAGORÇA,21,05,4
2020-02-01,ANOIA,585,06,2
2020-02-01,BAGES,933,07,1
2020-02-01,BAIX CAMP,1316,08,5
2020-02-01,BAIX EBRE,437,09,3
2020-02-01,BAIX EMPORDA,619,10,4
2020-02-01,BAIX LLOBREGAT,4473,11,8
2020-02-01,BAIX PENEDES,920,12,1
2020-02-01,BARCELONES,15120,13,2
2020-02-01,BERGUEDA,175,14,5
2020-02-01,CERDANYA,126,15,5
2020-02-01,CONCA DE BARBERA,119,16,2
2020-02-01,GARRAF,933,17,2
2020-02-01,GARROTXA,217,19,1
2020-02-01,GIRONES,909,20,2
2020-02-01,MARESME,2171,21,1
2020-02-01,NOGUERA,122,23,3
2020-02-01,OSONA,580,24,7
2020-02-01,PALLARS JUSSA,34,25,1
2020-02-01,PALLARS SOBIRA,41,26,2
2020-02-01,RIPOLLES,136,31,3
2020-02-01,SELVA,864,34,4
2020-02-01,SOLSONES,37,35,3
2020-02-01,VAL D'ARAN,55,39,6
2020-02-01,VALLES OCCIDENTAL,4801,40,8
2020-02-01,VALLES ORIENTAL,1928,41,7
2020-03-01,ALT CAMP,444,01,2
2020-03-01,ALT EMPORDA,1545,02,2
2020-03-01,ALT PENEDES,1593,03,1
2020-03-01,ANOIA,2554,06,4
2020-03-01,BAGES,2667,07,3
2020-03-01,BAIX EMPORDA,1320,10,1
2020-03-01,BAIX LLOBREGAT,14837,11,3
2020-03-01,BAIX PENEDES,2175,12,1
2020-03-01,BERGUEDA,405,14,1
2020-03-01,MARESME,6014,21,1
2020-03-01,MOIANES,129,42,1
2020-03-01,OSONA,1420,24,1
2020-03-01,PALLARS JUSSA,78,25,1
2020-03-01,PALLARS SOBIRA,31,26,1
2020-03-01,RIPOLLES,237,31,4
2020-03-01,SEGARRA,176,32,1
2020-03-01,SELVA,2337,34,3
2020-03-01,VAL D'ARAN,37,39,11
2020-03-01,VALLES OCCIDENTAL,16099,40,5
2020-03-01,VALLES ORIENTAL,5797,41,2
2020-04-01,ALT EMPORDA,798,02,1
2020-04-01,ALT PENEDES,594,03,1
2020-04-01,ANOIA,714,06,1
2020-04-01,BAIX CAMP,1279,08,1
2020-04-01,BAIX EMPORDA,660,10,2
2020-04-01,BAIX LLOBREGAT,4708,11,1
2020-04-01,BERGUEDA,152,14,1
2020-04-01,GARRAF,957,17,1
2020-04-01,GARROTXA,233,19,1
2020-04-01,MARESME,2133,21,1
2020-04-01,MONTSIA,344,22,1
2020-04-01,OSONA,577,24,2
2020-04-01,PLA DE L'ESTANY,161,28,1
2020-04-01,SEGRIA,1071,33,1
2020-04-01,SELVA,1028,34,1
2020-04-01,TERRA ALTA,22,37,1
2020-04-01,VALLES OCCIDENTAL,5377,40,1
2020-04-01,VALLES ORIENTAL,1862,41,3
2020-05-01,ALT CAMP,241,01,2
2020-05-01,ALT EMPORDA,749,02,2
2020-05-01,ALT PENEDES,573,03,2
2020-05-01,ALT URGELL,85,04,1
2020-05-01,ANOIA,633,06,1
2020-05-01,BAGES,874,07,6
2020-05-01,BAIX CAMP,1266,08,3
2020-05-01,BAIX EMPORDA,555,10,6
2020-05-01,BAIX LLOBREGAT,4104,11,7
2020-05-01,BARCELONES,12502,13,2
2020-05-01,BERGUEDA,155,14,2
2020-05-01,CERDANYA,67,15,2
2020-05-01,GARRAF,790,17,1
2020-05-01,GARROTXA,226,19,1
2020-05-01,GIRONES,942,20,1
2020-05-01,MARESME,2033,21,3
2020-05-01,MONTSIA,316,22,2
2020-05-01,NOGUERA,176,23,1
2020-05-01,OSONA,449,24,4
2020-05-01,PRIORAT,25,29,1
2020-05-01,RIPOLLES,123,31,1
2020-05-01,SEGRIA,1038,33,2
2020-05-01,SELVA,921,34,1
2020-05-01,TARRAGONES,1738,36,2
2020-05-01,VAL D'ARAN,8,39,2
2020-05-01,VALLES OCCIDENTAL,4674,40,10
2020-05-01,VALLES ORIENTAL,1783,41,4
2020-06-01,ALT CAMP,234,01,2
2020-06-01,ALT EMPORDA,844,02,5
2020-06-01,ALT PENEDES,631,03,4
2020-06-01,ALT URGELL,107,04,5
2020-06-01,ALTA RIBAGORÇA,16,05,4
2020-06-01,ANOIA,614,06,2
2020-06-01,BAGES,862,07,8
2020-06-01,BAIX CAMP,1346,08,2
2020-06-01,BAIX EBRE,423,09,1
2020-06-01,BAIX EMPORDA,664,10,9
2020-06-01,BAIX LLOBREGAT,4208,11,11
2020-06-01,BAIX PENEDES,1039,12,1
2020-06-01,BARCELONES,12771,13,1
2020-06-01,BERGUEDA,162,14,8
2020-06-01,CERDANYA,72,15,3
2020-06-01,GARRAF,962,17,4
2020-06-01,GARROTXA,274,19,6
2020-06-01,GIRONES,928,20,1
2020-06-01,MARESME,2155,21,5
2020-06-01,MOIANES,59,42,1
2020-06-01,NOGUERA,172,23,3
2020-06-01,OSONA,417,24,7
2020-06-01,PALLARS JUSSA,53,25,1
2020-06-01,PALLARS SOBIRA,18,26,3
2020-06-01,PLA D'URGELL,182,27,1
2020-06-01,PLA DE L'ESTANY,115,28,2
2020-06-01,PRIORAT,40,29,3
2020-06-01,RIPOLLES,135,31,11
2020-06-01,SEGARRA,79,32,1
2020-06-01,SEGRIA,1199,33,1
2020-06-01,SELVA,885,34,9
2020-06-01,TARRAGONES,1855,36,4
2020-06-01,VAL D'ARAN,15,39,5
2020-06-01,VALLES OCCIDENTAL,4745,40,16
2020-06-01,VALLES ORIENTAL,1721,41,6
2020-07-01,ALT CAMP,257,01,3
2020-07-01,ALT EMPORDA,1227,02,11
2020-07-01,ALT PENEDES,595,03,2
2020-07-01,ALT URGELL,118,04,5
2020-07-01,ALTA RIBAGORÇA,34,05,9
2020-07-01,ANOIA,644,06,4
2020-07-01,BAGES,974,07,6
2020-07-01,BAIX CAMP,1705,08,6
2020-07-01,BAIX EBRE,539,09,2
2020-07-01,BAIX EMPORDA,1052,10,15
2020-07-01,BAIX LLOBREGAT,4591,11,11
2020-07-01,BARCELONES,14993,13,1
2020-07-01,BERGUEDA,205,14,11
2020-07-01,CERDANYA,130,15,5
2020-07-01,CONCA DE BARBERA,138,16,1
2020-07-01,GARRAF,1113,17,2
2020-07-01,GARRIGUES,114,18,1
2020-07-01,GARROTXA,255,19,11
2020-07-01,GIRONES,1094,20,1
2020-07-01,MARESME,2787,21,6
2020-07-01,MOIANES,57,42,2
2020-07-01,MONTSIA,394,22,3
2020-07-01,NOGUERA,225,23,5
2020-07-01,OSONA,556,24,9
2020-07-01,PALLARS JUSSA,56,25,4
2020-07-01,PALLARS SOBIRA,42,26,14
2020-07-01,PRIORAT,76,29,4
2020-07-01,RIBERA D'EBRE,86,30,1
2020-07-01,RIPOLLES,134,31,7
2020-07-01,SELVA,1152,34,9
2020-07-01,SOLSONES,55,35,7
2020-07-01,TARRAGONES,2326,36,1
2020-07-01,VAL D'ARAN,31,39,7
2020-07-01,VALLES OCCIDENTAL,5105,40,17
2020-07-01,VALLES ORIENTAL,2068,41,5
2020-08-01,ALT CAMP,312,01,4
2020-08-01,ALT EMPORDA,1355,02,19
2020-08-01,ALT PENEDES,634,03,6
2020-08-01,ALT URGELL,146,04,4
2020-08-01,ALTA RIBAGORÇA,30,05,12
2020-08-01,ANOIA,663,06,12
2020-08-01,BAGES,1061,07,9
2020-08-01,BAIX CAMP,2042,08,11
2020-08-01,BAIX EBRE,585,09,5
2020-08-01,BAIX EMPORDA,1387,10,10
2020-08-01,BAIX LLOBREGAT,4604,11,9
2020-08-01,BAIX PENEDES,1484,12,4
2020-08-01,BARCELONES,14364,13,1
2020-08-01,BERGUEDA,297,14,16
2020-08-01,CERDANYA,184,15,8
2020-08-01,CONCA DE BARBERA,120,16,1
2020-08-01,GARRAF,1280,17,4
2020-08-01,GARROTXA,295,19,13
2020-08-01,GIRONES,1001,20,3
2020-08-01,MARESME,2869,21,6
2020-08-01,MONTSIA,453,22,2
2020-08-01,NOGUERA,203,23,3
2020-08-01,OSONA,604,24,9
2020-08-01,PALLARS JUSSA,113,25,7
2020-08-01,PALLARS SOBIRA,76,26,22
2020-08-01,PLA DE L'ESTANY,158,28,2
2020-08-01,PRIORAT,76,29,5
2020-08-01,RIBERA D'EBRE,93,30,1
2020-08-01,RIPOLLES,226,31,20
2020-08-01,SEGRIA,1214,33,1
2020-08-01,SELVA,1432,34,15
2020-08-01,SOLSONES,69,35,2
2020-08-01,TARRAGONES,2983,36,3
2020-08-01,TERRA ALTA,77,37,4
2020-08-01,VAL D'ARAN,63,39,23
2020-08-01,VALLES OCCIDENTAL,5235,40,10
2020-08-01,VALLES ORIENTAL,2070,41,9
2020-09-01,ALT CAMP,282,01,1
2020-09-01,ALT EMPORDA,927,02,6
2020-09-01,ALT PENEDES,675,03,3
2020-09-01,ALT URGELL,111,04,7
2020-09-01,ALTA RIBAGORÇA,11,05,4
2020-09-01,ANOIA,639,06,7
2020-09-01,BAGES,856,07,4
2020-09-01,BAIX CAMP,1600,08,4
2020-09-01,BAIX EBRE,460,09,4
2020-09-01,BAIX EMPORDA,787,10,7
2020-09-01,BAIX LLOBREGAT,4590,11,12
2020-09-01,BARCELONES,14737,13,2
2020-09-01,BERGUEDA,187,14,7
2020-09-01,CERDANYA,107,15,9
2020-09-01,CONCA DE BARBERA,96,16,2
2020-09-01,GARRAF,1035,17,8
2020-09-01,GARROTXA,254,19,5
2020-09-01,GIRONES,1185,20,5
2020-09-01,MARESME,2540,21,5
2020-09-01,MOIANES,67,42,1
2020-09-01,MONTSIA,345,22,2
2020-09-01,NOGUERA,172,23,6
2020-09-01,OSONA,574,24,9
2020-09-01,PALLARS JUSSA,69,25,7
2020-09-01,PALLARS SOBIRA,29,26,11
2020-09-01,PRIORAT,32,29,1
2020-09-01,RIPOLLES,165,31,13
2020-09-01,SEGRIA,1107,33,1
2020-09-01,SELVA,1053,34,9
2020-09-01,SOLSONES,32,35,3
2020-09-01,TARRAGONES,2177,36,1
2020-09-01,VAL D'ARAN,24,39,13
2020-09-01,VALLES OCCIDENTAL,5453,40,19
2020-09-01,VALLES ORIENTAL,2049,41,13
2020-10-01,ALT CAMP,305,01,1
2020-10-01,ALT EMPORDA,914,02,6
2020-10-01,ALT PENEDES,613,03,4
2020-10-01,ALT URGELL,129,04,8
2020-10-01,ALTA RIBAGORÇA,17,05,2
2020-10-01,ANOIA,663,06,3
2020-10-01,BAGES,1014,07,4
2020-10-01,BAIX CAMP,1601,08,2
2020-10-01,BAIX EBRE,487,09,3
2020-10-01,BAIX EMPORDA,789,10,2
2020-10-01,BAIX LLOBREGAT,4950,11,11
2020-10-01,BAIX PENEDES,1125,12,1
2020-10-01,BARCELONES,16317,13,2
2020-10-01,BERGUEDA,177,14,16
2020-10-01,CERDANYA,100,15,1
2020-10-01,CONCA DE BARBERA,98,16,1
2020-10-01,GARRAF,1101,17,3
2020-10-01,GARRIGUES,100,18,2
2020-10-01,GARROTXA,303,19,10
2020-10-01,GIRONES,1309,20,3
2020-10-01,MARESME,2852,21,6
2020-10-01,MOIANES,55,42,4
2020-10-01,MONTSIA,441,22,2
2020-10-01,NOGUERA,189,23,3
2020-10-01,OSONA,590,24,12
2020-10-01,PALLARS JUSSA,41,25,4
2020-10-01,PALLARS SOBIRA,29,26,3
2020-10-01,PLA DE L'ESTANY,177,28,2
2020-10-01,PRIORAT,92,29,4
2020-10-01,RIPOLLES,138,31,11
2020-10-01,SEGRIA,1028,33,1
2020-10-01,SELVA,1000,34,11
2020-10-01,SOLSONES,44,35,3
2020-10-01,TARRAGONES,2307,36,1
2020-10-01,TERRA ALTA,49,37,1
2020-10-01,VAL D'ARAN,16,39,2
2020-10-01,VALLES OCCIDENTAL,5963,40,12
2020-10-01,VALLES ORIENTAL,2319,41,8
2020-11-01,ALT EMPORDA,770,02,4
2020-11-01,ALT PENEDES,575,03,2
2020-11-01,ALT URGELL,108,04,5
2020-11-01,ALTA RIBAGORÇA,17,05,1
2020-11-01,ANOIA,597,06,7
2020-11-01,BAGES,766,07,2
2020-11-01,BAIX CAMP,1224,08,6
2020-11-01,BAIX EBRE,391,09,1
2020-11-01,BAIX EMPORDA,607,10,4
2020-11-01,BAIX LLOBREGAT,3820,11,11
2020-11-01,BARCELONES,12231,13,6
2020-11-01,BERGUEDA,132,14,3
2020-11-01,CERDANYA,75,15,3
2020-11-01,CONCA DE BARBERA,76,16,1
2020-11-01,GARRIGUES,56,18,1
2020-11-01,GARROTXA,264,19,5
2020-11-01,GIRONES,884,20,3
2020-11-01,MARESME,2097,21,7
2020-11-01,MOIANES,45,42,3
2020-11-01,NOGUERA,149,23,2
2020-11-01,OSONA,491,24,7
2020-11-01,PALLARS JUSSA,42,25,3
2020-11-01,PALLARS SOBIRA,27,26,1
2020-11-01,PLA DE L'ESTANY,169,28,1
2020-11-01,PRIORAT,52,29,1
2020-11-01,RIPOLLES,133,31,5
2020-11-01,SELVA,794,34,8
2020-11-01,TARRAGONES,1731,36,2
2020-11-01,VAL D'ARAN,10,39,5
2020-11-01,VALLES OCCIDENTAL,4410,40,15
2020-11-01,VALLES ORIENTAL,1764,41,7
2020-12-01,ALT EMPORDA,793,02,2
2020-12-01,ALT PENEDES,584,03,3
2020-12-01,ALT URGELL,121,04,2
2020-12-01,ANOIA,626,06,2
2020-12-01,BAGES,905,07,7
2020-12-01,BAIX CAMP,1249,08,3
2020-12-01,BAIX EMPORDA,653,10,3
2020-12-01,BAIX LLOBREGAT,4079,11,8
2020-12-01,BAIX PENEDES,1036,12,1
2020-12-01,BARCELONES,13565,13,2
2020-12-01,BERGUEDA,175,14,3
2020-12-01,CONCA DE BARBERA,76,16,1
2020-12-01,GARRAF,878,17,2
2020-12-01,GARROTXA,228,19,1
2020-12-01,GIRONES,963,20,3
2020-12-01,MARESME,2310,21,5
2020-12-01,OSONA,507,24,4
2020-12-01,PALLARS JUSSA,47,25,2
2020-12-01,PALLARS SOBIRA,27,26,3
2020-12-01,PLA DE L'ESTANY,129,28,1
2020-12-01,PRIORAT,56,29,2
2020-12-01,RIPOLLES,152,31,4
2020-12-01,SEGRIA,866,33,1
2020-12-01,SELVA,921,34,4
2020-12-01,SOLSONES,40,35,1
2020-12-01,TARRAGONES,1887,36,2
2020-12-01,TERRA ALTA,34,37,1
2020-12-01,VAL D'ARAN,23,39,9
2020-12-01,VALLES OCCIDENTAL,5237,40,10
2020-12-01,VALLES ORIENTAL,1827,41,4
2021-01-01,ALT CAMP,295,01,1
2021-01-01,ALT EMPORDA,853,02,4
2021-01-01,ALT PENEDES,665,03,1
2021-01-01,ALTA RIBAGORÇA,18,05,1
2021-01-01,ANOIA,692,06,3
2021-01-01,BAGES,988,07,3
2021-01-01,BAIX EBRE,464,09,4
2021-01-01,BAIX EMPORDA,723,10,3
2021-01-01,BAIX LLOBREGAT,4736,11,15
2021-01-01,BAIX PENEDES,1052,12,2
2021-01-01,BARCELONES,15745,13,3
2021-01-01,BERGUEDA,170,14,3
2021-01-01,CERDANYA,89,15,1
2021-01-01,GARRAF,927,17,4
2021-01-01,GARRIGUES,98,18,1
2021-01-01,GARROTXA,270,19,3
2021-01-01,GIRONES,1012,20,2
2021-01-01,MARESME,2597,21,2
2021-01-01,MOIANES,62,42,1
2021-01-01,MONTSIA,429,22,1
2021-01-01,OSONA,546,24,1
2021-01-01,PALLARS JUSSA,66,25,1
2021-01-01,PALLARS SOBIRA,31,26,3
2021-01-01,PLA DE L'ESTANY,132,28,1
2021-01-01,PRIORAT,83,29,3
2021-01-01,RIBERA D'EBRE,97,30,2
2021-01-01,SEGRIA,923,33,1
2021-01-01,SELVA,877,34,5
2021-01-01,SOLSONES,36,35,1
2021-01-01,TARRAGONES,2046,36,1
2021-01-01,TERRA ALTA,39,37,2
2021-01-01,VAL D'ARAN,33,39,8
2021-01-01,VALLES OCCIDENTAL,5655,40,14
2021-01-01,VALLES ORIENTAL,1970,41,5
2021-02-01,ALT EMPORDA,641,02,3
2021-02-01,ALT URGELL,95,04,1
2021-02-01,ALTA RIBAGORÇA,16,05,2
2021-02-01,ANOIA,556,06,2
2021-02-01,BAGES,780,07,2
2021-02-01,BAIX CAMP,1138,08,3
2021-02-01,BAIX EMPORDA,539,10,1
2021-02-01,BAIX LLOBREGAT,3600,11,5
2021-02-01,BAIX PENEDES,751,12,1
2021-02-01,BARCELONES,13257,13,3
2021-02-01,BERGUEDA,145,14,2
2021-02-01,CONCA DE BARBERA,102,16,1
2021-02-01,GARRAF,847,17,5
2021-02-01,GARRIGUES,64,18,1
2021-02-01,GARROTXA,234,19,2
2021-02-01,GIRONES,900,20,1
2021-02-01,MARESME,2066,21,4
2021-02-01,MONTSIA,266,22,1
2021-02-01,NOGUERA,144,23,2
2021-02-01,OSONA,453,24,2
2021-02-01,PALLARS SOBIRA,21,26,2
2021-02-01,PLA DE L'ESTANY,125,28,3
2021-02-01,RIPOLLES,102,31,2
2021-02-01,SELVA,748,34,1
2021-02-01,TARRAGONES,1623,36,2
2021-02-01,VAL D'ARAN,11,39,4
2021-02-01,VALLES OCCIDENTAL,4421,40,10
2021-02-01,VALLES ORIENTAL,1673,41,3
2021-03-01,ALT CAMP,243,01,1
2021-03-01,ALT EMPORDA,777,02,2
2021-03-01,ALT PENEDES,522,03,1
2021-03-01,ALT URGELL,106,04,2
2021-03-01,ALTA RIBAGORÇA,15,05,3
2021-03-01,ANOIA,599,06,1
2021-03-01,BAGES,886,07,11
2021-03-01,BAIX CAMP,1179,08,5
2021-03-01,BAIX EBRE,380,09,3
2021-03-01,BAIX EMPORDA,648,10,2
2021-03-01,BAIX LLOBREGAT,4063,11,18
2021-03-01,BAIX PENEDES,962,12,1
2021-03-01,BARCELONES,14299,13,2
2021-03-01,BERGUEDA,177,14,2
2021-03-01,CERDANYA,96,15,5
2021-03-01,CONCA DE BARBERA,83,16,1
2021-03-01,GARRAF,950,17,3
2021-03-01,GARRIGUES,66,18,1
2021-03-01,GARROTXA,283,19,4
2021-03-01,GIRONES,1000,20,7
2021-03-01,MARESME,2216,21,7
2021-03-01,NOGUERA,188,23,1
2021-03-01,OSONA,523,24,7
2021-03-01,PALLARS SOBIRA,38,26,6
2021-03-01,RIBERA D'EBRE,83,30,1
2021-03-01,RIPOLLES,130,31,5
2021-03-01,SEGRIA,996,33,3
2021-03-01,SELVA,933,34,5
2021-03-01,TARRAGONES,1804,36,2
2021-03-01,TERRA ALTA,35,37,2
2021-03-01,VAL D'ARAN,25,39,8
2021-03-01,VALLES OCCIDENTAL,4815,40,15
2021-03-01,VALLES ORIENTAL,1895,41,6
2021-04-01,ALT CAMP,258,01,2
2021-04-01,ALT EMPORDA,707,02,9
2021-04-01,ALT PENEDES,541,03,2
2021-04-01,ALT URGELL,123,04,2
2021-04-01,ALTA RIBAGORÇA,15,05,1
2021-04-01,ANOIA,661,06,7
2021-04-01,BAGES,858,07,2
2021-04-01,BAIX CAMP,1243,08,3
2021-04-01,BAIX EBRE,421,09,4
2021-04-01,BAIX EMPORDA,707,10,9
2021-04-01,BAIX LLOBREGAT,4047,11,19
2021-04-01,BAIX PENEDES,1010,12,3
2021-04-01,BARCELONES,14276,13,4
2021-04-01,BERGUEDA,162,14,3
2021-04-01,CERDANYA,91,15,2
2021-04-01,CONCA DE BARBERA,98,16,3
2021-04-01,GARRAF,875,17,4
2021-04-01,GARROTXA,253,19,2
2021-04-01,GIRONES,1015,20,2
2021-04-01,MARESME,2255,21,4
2021-04-01,MONTSIA,317,22,1
2021-04-01,NOGUERA,191,23,6
2021-04-01,OSONA,504,24,2
2021-04-01,PALLARS JUSSA,56,25,4
2021-04-01,PALLARS SOBIRA,28,26,3
2021-04-01,PRIORAT,75,29,1
2021-04-01,RIBERA D'EBRE,101,30,1
2021-04-01,RIPOLLES,124,31,5
2021-04-01,SELVA,853,34,8
2021-04-01,TERRA ALTA,31,37,3
2021-04-01,URGELL,117,38,1
2021-04-01,VAL D'ARAN,25,39,4
2021-04-01,VALLES OCCIDENTAL,4899,40,13
2021-04-01,VALLES ORIENTAL,1909,41,8
2021-05-01,ALT EMPORDA,933,02,5
2021-05-01,ALT PENEDES,558,03,1
2021-05-01,ALT URGELL,100,04,4
2021-05-01,ALTA RIBAGORÇA,9,05,2
2021-05-01,ANOIA,655,06,4
2021-05-01,BAGES,985,07,14
2021-05-01,BAIX CAMP,1288,08,1
2021-05-01,BAIX EBRE,460,09,3
2021-05-01,BAIX EMPORDA,740,10,7
2021-05-01,BAIX LLOBREGAT,4354,11,13
2021-05-01,BAIX PENEDES,989,12,1
2021-05-01,BARCELONES,14702,13,4
2021-05-01,BERGUEDA,190,14,8
2021-05-01,CERDANYA,99,15,2
2021-05-01,CONCA DE BARBERA,102,16,2
2021-05-01,GARRAF,978,17,2
2021-05-01,GARROTXA,259,19,1
2021-05-01,GIRONES,1001,20,2
2021-05-01,MARESME,2270,21,6
2021-05-01,MOIANES,48,42,1
2021-05-01,MONTSIA,326,22,1
2021-05-01,NOGUERA,200,23,3
2021-05-01,OSONA,580,24,12
2021-05-01,PALLARS JUSSA,53,25,2
2021-05-01,PALLARS SOBIRA,20,26,1
2021-05-01,PLA DE L'ESTANY,104,28,2
2021-05-01,PRIORAT,62,29,4
2021-05-01,RIBERA D'EBRE,94,30,2
2021-05-01,RIPOLLES,139,31,11
